0	0	5
0	1	5
0	2	3
0	3	5
0	4	3
0	5	4
0	6	4
0	7	1
0	8	4
0	9	5
0	9	5
0	10	3
0	11	1
0	12	4
1	13	3
1	1	4
1	4	4
1	7	3
1	14	3
1	9	5
1	10	4
1	15	4
2	0	5
2	13	4
2	1	5
2	2	5
2	3	4
2	4	5
2	5	4
2	16	4
2	6	4
2	14	5
2	17	5
2	8	5
2	9	5
2	10	5
2	10	5
2	15	5
3	0	5
3	13	4
3	18	5
3	1	5
3	2	5
3	3	5
3	4	2
3	5	4
3	6	4
3	7	3
3	14	5
3	17	4
3	8	5
3	9	4
3	9	5
3	10	3
3	15	5
3	12	4
4	0	4
4	18	3
4	18	4
4	1	4
4	2	3
4	3	4
4	5	3
4	16	4
4	6	3
4	17	4
4	8	3
4	8	5
4	9	5
4	10	5
4	11	5
4	15	4
5	6	4
6	2	4
6	6	4
6	8	4
6	8	5
6	9	4
6	15	4
6	12	4
7	6	5
8	13	4
8	9	3
8	15	4
8	12	5
9	13	3
9	6	4
9	11	3
10	3	4
10	5	4
10	5	4
10	16	4
10	16	3
10	16	1
10	6	4
10	14	5
10	8	4
10	9	5
10	10	4
10	10	4
10	15	1
10	15	4
11	18	5
11	12	4
12	0	5
12	0	5
12	13	5
12	13	5
12	18	5
12	18	4
12	1	5
12	3	5
12	5	4
12	16	4
12	14	4
12	17	5
12	17	5
12	8	4
12	10	5
12	9	5
12	9	4
12	9	5
12	9	5
12	10	4
12	10	4
12	10	5
12	11	5
12	15	5
12	15	5
12	12	5
13	1	5
14	8	5
14	9	5
14	15	2
14	12	2
15	0	5
15	13	5
15	18	5
15	1	4
15	3	5
15	4	4
15	5	4
15	16	3
15	6	2
15	6	1
15	14	5
15	17	4
15	8	5
15	8	5
15	9	5
15	10	5
15	11	5
15	11	4
15	15	5
15	12	3
15	12	4
16	0	4
16	13	5
16	18	3
16	1	4
16	2	4
16	3	4
16	5	3
16	16	4
16	14	4
16	17	4
16	8	3
16	9	5
16	10	5
16	11	3
16	15	4
17	0	5
17	6	2
17	14	4
17	17	5
17	8	4
17	9	5
17	15	5
17	12	4
18	0	5
19	13	3
19	18	3
19	2	5
19	4	3
19	5	4
19	16	4
19	6	3
19	14	5
19	17	5
19	8	4
19	9	5
19	10	5
19	15	5
20	2	5
20	6	5
21	5	5
21	16	1
21	6	5
21	10	5
22	0	4
22	13	5
22	18	4
22	1	4
22	2	5
22	2	2
22	4	4
22	6	3
22	7	3
22	7	4
22	14	5
22	8	5
22	9	5
22	11	3
22	15	3
22	15	3
23	0	5
23	13	4
23	4	4
24	11	4
25	6	4
26	18	5
26	6	3
26	8	4
26	9	5
26	10	5
26	11	4
26	15	4
26	12	4
27	18	4
27	6	2
27	17	5
