1092	8	3.58
1115	9	3.4
1092	6	4.23
1092	9	4.12
1092	12	3.9
2860	15	3.49
1154	9	4.13
2860	14	3.84
1115	11	3.74
1115	1	3.86
1466	10	4.23
1119	10	4.13
1092	10	4.21
1449	8	4.16
3064	13	3.95
1092	11	4.28
1092	9	4.04
1092	10	4.04
1092	7	3.98
1115	12	4.1
1154	6	4.63
1166	6	4.26
1092	11	4.08
1092	11	4.01
1182	9	3.77
2860	1	3.33
1119	10	3.84
1119	12	4.03
1092	17	3.96
2924	14	3.59
2860	11	3.52
1099	13	3.93
1092	10	4.07
1119	5	4.02
1119	6	3.95
1115	12	3.43
1119	5	3.88
2924	1	3.97
1368	4	3.26
2860	1	4.99
2860	12	3.79
1119	8	4.31
1115	14	3.43
1086	8	4.2
2924	9	3.81
2924	9	4.14
1119	6	4.41
1166	5	3.31
3260	8	3.86
3064	10	3.92
1092	2	3.69
1115	9	3.96
1115	13	3.72
2860	12	3.47
1099	15	3.5
1115	8	4.27
1119	7	4.28
1368	7	3.65
1449	14	3.92
1086	9	4.22
1368	11	3.4
1092	14	4.21
1092	9	4.12
1092	8	3.62
1092	12	3.65
1092	13	3.73
1092	11	3.65
1154	8	3.71
2860	11	3.66
1119	12	4.18
2860	14	4.23
2924	12	3.84
1119	12	3.88
2860	14	3.87
1368	15	3.77
2860	11	4.29
2860	12	3.11
1119	13	3.67
1182	11	3.78
3064	11	4.17
2924	5	3.68
1449	10	3.86
2860	1	3.37
2924	11	3.67
1119	9	4.39
1115	1	3.71
1115	7	3.22
1115	11	3.66
1868	8	4.2
1119	11	4.14
1119	16	3.87
1119	8	4.11
2860	7	3.94
1449	3	4.13
1099	12	3.87
2860	7	4.18
1868	6	4.36
1115	10	3.68
1115	11	4.13
1115	17	3.97
1115	6	3.96
1115	10	3.85
3064	9	3.85
2860	8	4.1
1368	11	3.85
1119	16	3.93
1119	8	3.76
1119	12	3.84
1119	11	3.95
1119	6	4.36
1099	10	3.74
1147	3	4.21
2924	8	4.43
1449	8	4.3
1449	13	4.17
1154	12	3.59
1154	8	3.44
1154	15	3.84
1154	15	3.86
1086	13	3.95
2860	12	4.24
2860	9	3.74
2860	8	4.15
3064	6	4.02
3260	11	4.32
1147	10	3.89
2924	13	3.9
2860	11	3.74
2924	10	3.83
1466	11	4.16
2860	14	4.14
2860	10	3.61
3064	7	3.39
1086	4	3.94
2924	10	3.67
1368	11	3.63
1099	11	3.76
3260	7	4.38
1099	6	3.87
1099	12	3.96
1099	1	3.38
1099	3	3.28
1182	12	3.73
1166	11	4.4
2860	9	4.24
1868	7	3.74
3064	12	3.57
2860	15	3.98
2860	12	3.68
1086	15	4.26
2860	10	3.76
2924	16	3.92
2860	11	3.75
2860	16	3.78
2860	1	3.96
2860	6	3.51
2860	5	3.81
2860	10	4.31
2860	14	3.93
2860	2	4.16
2860	13	4.2
2860	14	4.13
2860	1	3.58
2860	13	4.3
2860	12	3.63
2860	15	3.72
2924	8	3.92
1368	10	3.84
1868	3	4.13
3064	8	4.03
3064	10	4.25
3064	11	4.17
2924	11	3.68
2924	8	4.12
2924	11	3.98
2924	15	3.86
2924	9	3.24
1182	14	3.27
2924	12	3.8
2924	10	4.0
2924	15	3.32
1182	6	4.11
1086	9	3.73
1086	7	3.84
1099	16	3.25
2924	15	3.98
