1279	11	4.13
1112	13	3.57
1682	13	3.96
4250	15	3.49
1910	10	3.64
1112	15	2.7
1121	7	4.37
1121	15	4.05
5721	5	4.2
1564	9	3.77
1121	12	3.74
1121	10	4.31
1121	11	3.8
1082	15	3.69
1121	10	3.78
1553	17	3.81
1112	16	4.17
1161	11	3.85
1082	10	3.82
1447	9	3.95
1138	7	4.07
1121	11	3.71
1112	9	4.08
1112	12	3.97
1082	15	4.04
1112	16	3.8
2184	10	3.93
1447	5	4.27
1112	10	3.9
1564	11	3.84
4250	11	3.47
1279	9	3.73
1112	12	4.02
2686	13	3.36
3401	13	3.27
2736	1	3.61
1697	11	4.1
1159	11	3.96
2109	16	3.85
3401	15	3.48
1564	11	3.87
1910	10	3.85
1121	5	3.88
1112	4	4.5
1121	9	4.29
1553	12	3.69
1564	11	4.09
1112	13	3.78
1246	9	4.3
3401	4	3.73
5721	13	3.79
3401	7	3.84
2761	1	3.91
1914	7	4.1
3401	1	4.08
1121	8	3.82
2672	10	3.68
1279	12	3.65
1112	13	3.73
2761	17	3.96
3065	13	3.56
1426	6	3.63
1564	1	3.65
1301	16	3.93
1121	8	4.2
1910	16	3.87
2761	5	3.68
1553	11	3.78
1301	1	4.14
2736	8	3.59
1553	13	3.45
1564	6	4.16
2188	16	3.52
2221	2	4.03
2497	8	3.49
1159	7	3.72
1721	4	4.1
1553	15	3.76
1138	5	3.85
2736	5	3.7
2188	8	3.68
1279	3	3.28
1474	4	4.0
1159	12	3.24
2109	13	3.62
2736	13	3.84
1697	6	3.57
1082	3	3.88
3401	8	4.31
2184	12	3.57
1693	12	3.68
1682	10	3.9
2109	14	3.66
1112	8	4.17
1082	13	3.45
1195	14	3.68
2184	8	3.92
2686	15	3.99
2109	14	3.41
2109	9	4.24
1914	11	3.87
5721	12	2.86
1564	14	3.83
1121	1	3.69
1121	4	3.46
1121	10	3.8
1121	6	4.37
5721	12	3.75
1407	7	4.48
1159	9	3.73
1697	10	3.73
1112	4	3.57
5721	8	4.2
1564	12	4.23
1564	11	4.28
1303	13	4.13
1396	11	4.32
1082	13	4.06
2686	13	3.67
1112	13	3.86
5721	12	4.32
1089	11	4.17
1407	2	3.49
1910	13	3.67
1721	11	3.86
3401	3	3.54
1368	15	3.24
1693	9	4.13
5721	5	4.21
1721	3	3.81
2686	12	3.66
3401	12	3.88
3401	1	3.7
3401	11	3.71
5721	8	3.6
1910	6	4.23
5721	5	3.79
1112	14	4.04
5721	7	4.09
2188	13	4.18
1564	11	4.39
1303	8	4.22
1553	15	3.84
2736	17	4.17
2109	13	3.67
3401	13	3.6
1553	15	3.82
2109	7	3.94
2761	12	4.08
1161	14	3.57
1112	12	3.52
1161	11	3.76
1321	8	3.74
1082	7	4.21
2184	15	3.98
3065	17	3.69
2109	5	4.18
3401	12	3.84
1303	7	4.55
1564	6	3.51
1112	16	3.67
1112	9	3.9
1112	9	4.69
1112	14	3.38
1112	13	3.56
1112	11	3.59
1112	10	4.39
1112	14	3.87
1112	8	4.11
1112	13	3.69
1112	4	4.24
1082	11	3.74
1082	13	3.53
1082	7	3.8
1082	10	3.5
1082	14	3.19
1693	8	3.78
3187	10	3.66
1564	12	3.82
2184	10	3.89
1697	7	3.83
2736	12	3.46
1910	10	4.2
1279	13	3.7
1014	17	3.22
1014	14	3.85
1697	9	3.81
2109	14	4.23
5721	1	4.0
1368	10	4.38
1564	12	3.83
1279	10	4.22
2761	12	3.88
3401	6	3.71
1304	10	3.85
1553	8	3.69
1553	13	3.82
1553	7	4.13
1553	12	3.84
1553	14	3.73
1553	12	3.63
1553	11	4.13
1553	7	3.31
1553	15	3.84
1553	14	3.44
1553	11	4.04
1553	11	3.82
1553	10	3.61
1553	11	3.68
2109	15	4.01
2109	13	3.62
1564	1	4.4
2686	14	4.13
2736	9	4.25
2188	7	3.98
1321	1	3.96
3065	11	3.16
3065	1	3.84
1564	1	3.78
3187	4	3.92
2736	9	3.24
2109	14	4.21
1138	3	3.27
2109	17	3.84
1721	6	3.7
1564	15	4.12
2497	10	3.73
1693	9	4.01
2761	14	3.58
1396	16	3.66
1396	5	3.45
1396	15	4.05
1396	14	3.46
1396	10	3.36
1396	8	3.79
1396	4	3.72
1396	11	3.18
1396	11	3.74
1396	7	4.2
1396	15	4.0
1396	8	3.69
1396	12	3.97
1396	15	3.78
2109	15	3.36
1914	1	3.54
1368	9	4.19
1910	12	3.84
3065	13	3.88
3401	8	3.48
1368	13	3.68
1564	9	3.46
2188	12	3.83
1697	14	3.82
2497	11	3.56
1138	6	3.46
1564	10	3.72
1368	2	3.05
1321	8	3.08
1910	9	3.82
1697	11	3.75
1279	1	3.46
2109	11	3.66
2109	13	3.88
2109	8	3.87
2109	8	3.42
2109	13	3.59
2109	5	3.94
1039	8	4.03
3065	9	3.74
3401	11	3.88
3401	13	4.07
1159	9	3.56
1564	10	3.82
1564	11	3.87
1564	2	4.34
1564	13	3.96
1564	12	3.47
5721	16	3.66
2221	4	2.93
3065	1	4.64
3187	12	3.97
1279	15	3.77
1279	15	3.94
1279	1	3.3
1279	10	3.74
1097	13	3.76
2761	15	4.16
1721	12	4.27
1721	10	3.87
1721	11	4.29
1693	17	4.15
2761	11	3.68
2497	11	3.91
3401	3	2.96
1304	12	3.44
2736	7	3.22
3401	9	3.63
2184	15	3.71
4250	14	3.65
2736	12	3.79
1321	5	4.2
5721	7	4.17
1474	12	4.0
5721	8	3.81
1407	11	3.56
1564	9	3.2
2672	8	3.7
3401	8	3.54
4250	1	4.06
3187	16	4.14
1290	11	3.67
1290	12	3.86
2221	3	3.71
1303	11	4.12
1426	2	2.98
5721	11	4.33
2761	9	4.0
2736	6	3.57
1682	6	3.82
